Filename-->;PETALOS_1.RFL8;PETALOS_2.RFL8;PETALOS_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
172,206;17,14053585;-31,92854114;17,3364487
172,805;23,04536574;-20,05030672;14,91424174
173,404;15,54821383;-19,66527332;17,07100596
174,003;19,28766119;-13,35958072;19,40039839
174,602;18,7262025;-12,54523505;25,19167624
175,201;18,00262839;-4,701425583;21,75545651
175,800;17,02247066;-9,787003133;30,57754736
176,398;21,80405013;-8,103360131;22,58624791
176,997;21,01299137;-6,871850223;30,60639312
177,596;31,77906844;7,534245129;33,08743558
178,195;26,42682198;16,65470226;40,95733801
178,793;35,18556113;25,60794986;42,49840538
179,392;30,31596863;27,11337792;44,71273828
179,991;34,33438841;25,99300259;36,74926534
180,589;31,791812;16,65868809;31,13294921
181,188;35,30801672;10,45891124;19,76720851
181,786;35,95200538;11,1202811;27,9138825
182,385;42,48868601;14,36989208;22,92425356
182,983;32,73966112;12,94425649;30,98916754
183,581;25,74039536;-0,292169574;23,29999915
184,180;27,2130163;-5,319999902;20,78137997
184,778;31,18046929;-2,791429245;20,54181304
185,377;35,63353444;-0,226943998;24,44134007
185,975;37,16433922;3,247261091;40,0000016
186,573;34,39443398;12,7989009;46,33770079
187,171;36,10573931;23,24195494;40,87891467
187,770;32,69511987;18,59634454;56,05633733
188,368;40,20547914;10,86299074;40,25438192
188,966;47,47887875;14,75750442;39,58624737
189,564;52,45666835;8,375026814;41,51096665
190,162;49,24330607;0,915674198;33,80423575
190,760;43,43857407;3,994113967;31,02755249
191,358;44,02769731;7,605633311;38,64746068
191,956;45,65881968;7,589286278;37,25169164
192,554;36,95391941;0,205761417;36,50759767
193,152;36,25357183;0,601410225;26,63201635
193,750;31,46374784;12,86067546;26,01188216
194,348;29,85637329;11,72889592;24,68671542
194,946;22,90995484;12,52836015;24,76809036
195,543;26,75963935;15,8764552;31,75113222
196,141;27,00693775;9,813925654;31,25616485
196,739;31,55006836;5,42568486;22,35606712
197,337;31,93457861;4,934568433;27,03604751
197,934;45,08457456;5,974093992;25,08160053
198,532;40,54010349;10,89617922;24,98323287
199,130;33,26882542;3,458353691;22,08039655
199,727;33,61688694;9,503240404;30,28550659
200,325;31,9451858;14,70792041;22,16411896
200,922;28,74068404;22,98056221;18,99609762
201,520;27,80007361;15,85391115;21,66636924
202,117;22,70381802;22,45898259;29,31281145
202,715;16,44004939;22,46675935;23,79139772
203,312;4,503265767;26,38287635;27,7106444
203,909;7,207850125;27,37515982;30,01031458
204,507;9,319503145;29,01807724;35,16235347
205,104;2,567975587;19,72743503;29,74591689
205,701;10,27936442;25,63930037;39,58148748
206,298;11,03208445;20,61050558;39,44206945
206,896;7,243460541;23,5432216;37,48581685
207,493;10,7155509;16,85714211;33,51992892
208,090;14,12818736;13,74133846;40,32485866
208,687;22,02483368;10,3676636;45,36955728
209,284;18,47863271;11,8780096;55,2871725
209,881;32,54528268;20,37777864;49,44119549
210,478;36,89679641;29,81308202;56,88311326
211,075;27,09113727;18,00913783;49,81839887
211,672;26,89269262;24,98779757;43,80066501
212,269;34,11479317;30,73132779;49,62546517
212,866;28,36633048;28,63528113;40,56346613
213,463;33,17693277;30,2491985;25,98424817
214,060;29,49693992;18,51482748;30,50897246
214,657;38,09983798;18,82915186;19,89311326
215,253;33,19013379;10,700163;22,664071
215,850;38,99793205;6,592899958;15,81861362
216,447;41,38110075;11,05837636;26,83465925
217,044;40,64552507;3,382213771;27,1916783
217,640;30,10481382;-5,078627793;21,31117152
218,237;31,41191677;9,789525757;19,20093147
218,833;28,41382061;15,85698546;20,09794592
219,430;31,23179268;22,47160729;10,43326231
220,026;26,64946541;19,69602944;12,32401565
220,623;23,87758912;23,91594525;5,199827864
221,219;12,68057777;20,58057068;4,136885724
221,816;20,02915997;31,14698125;2,168396934
222,412;21,80711062;33,24356809;2,1178634
223,009;26,465532;33,66282546;4,985718863
223,605;27,39342023;27,96377568;16,09363556
224,201;33,86192577;14,45355215;10,4905659
224,798;27,0615749;21,90247642;17,77892302
225,394;29,66855172;17,63170358;11,96102404
225,990;28,00449913;12,40486949;20,32265766
226,586;35,64870917;9,974365307;22,17752753
227,182;31,340105;0,280899344;20,84114625
227,778;31,68556064;-7,918227152;16,4864866
228,374;29,78307346;-3,434344871;20,69940864
228,971;26,65809238;-14,55004231;11,00186129
229,567;16,98924739;-16,77067147;22,21425202
230,163;23,71584746;-16,32902027;15,07083582
230,758;24,68062392;-2,763958166;20,75980389
231,354;31,36505736;-1,634159519;16,4023931
231,950;30,85619215;14,2114841;15,31431064
232,546;36,76419869;18,93714612;13,59408463
233,142;29,2199071;29,04199909;13,64351604
233,738;35,83406839;38,99831;14,33840387
234,334;33,07421722;49,79643685;21,26064015
234,929;33,77060781;53,52612897;14,03789095
235,525;26,19660184;62,20874459;13,7126035
236,121;26,12517576;37,20728315;2,932133823
236,716;19,00106716;40,07180184;12,96073689
237,312;16,65831201;38,0311988;6,12701178
237,907;9,447004709;29,97297366;0,738916488
238,503;15,9224645;22,97430828;4,678649767
239,099;8,074856696;9,468572341;3,680145796
239,694;12,13793083;0,196078239;-12,93442061
240,289;9,790337417;12,716237;4,816752946
240,885;15,05076643;19,13427146;4,472764258
241,480;4,968944035;21,60108596;16,37723117
242,076;7,977323338;14,19497526;0,080841823
242,671;5,255286985;7,493782746;6,22509927
243,266;5,605991582;3,703705292;7,177679613
243,861;-4,038004499;-2,03545523;19,23885192
244,457;-4,955357886;0,900163994;9,62525761
245,052;-5,931321577;6,224951764;12,87321481
245,647;1,094890326;10,698286;6,600518535
246,242;-1,403572627;7,013457892;15,73748853
246,837;3,879149628;9,315265818;13,55540126
247,432;-7,524599422;13,86701638;27,19018543
248,027;-4,704219577;7,322751266;31,37888364
248,622;-2,159344786;15,82764604;36,26987486
249,217;7,30688942;20,67831488;34,30877759
249,812;9,378937874;30,32886603;48,98785487
250,407;7,662981587;22,24268393;52,65007597
251,002;9,88501507;20,58232933;51,65114058
251,597;19,06097999;25,73936338;48,3709297
252,192;14,20786301;34,41822675;44,74656882
252,786;29,48328315;41,94273885;27,6737157
253,381;28,68782951;48,93704209;35,46039866
253,976;23,60203419;41,93608831;33,86658468
254,571;17,44595284;27,8330459;34,29222501
255,165;17,70086051;20,92877935;21,72307728
255,760;20,14528699;25,10056346;31,93971721
256,354;14,07794164;24,04847685;34,89596951
256,949;9,481883079;16,48284374;39,81358225
257,543;13,18377899;10,85148452;32,4733708
258,138;12,70381655;5,761676491;40,72246399
258,732;10,2322073;2,060047434;34,31574502
259,327;19,24999981;-1,815392645;36,72734194
259,921;33,88968089;14,22714243;37,19071098
260,515;34,33427859;7,26843967;37,14914856
261,110;37,10188026;17,22993996;34,14207988
261,704;29,20104935;12,53990046;36,78473989
262,298;26,57358114;18,41073279;30,77689201
262,893;28,39110813;18,95277288;32,76076347
263,487;25,06459936;13,17797525;29,86736148
264,081;25,84431968;18,26335061;28,87565721
264,675;22,60033258;24,73227953;24,09258318
265,269;17,71918029;23,58660458;22,22815829
265,863;21,11790028;37,0304756;17,62839099
266,457;13,6490772;29,84970337;25,02176973
267,051;19,06829938;30,24084075;13,24146415
267,645;20,6935335;28,87493075;20,63578877
268,239;16,29133648;33,5447391;25,21141819
268,833;6,823438843;39,7455717;35,58989513
269,427;7,407407391;36,86267683;36,25285428
270,021;12,18750025;34,59767922;46,29629706
270,614;9,583086418;42,35701749;45,59953745
271,208;2,240361379;40,23100855;48,13453286
271,802;2,024786266;36,73590425;41,76950888
272,396;6,557118668;34,35237366;52,22159371
272,989;8,005123361;37,35150309;48,17309409
273,583;12,10578235;30,70378832;53,1825939
274,177;22,31334362;26,53135154;48,89507892
274,770;17,23422707;27,21815824;41,22220364
275,364;11,47983792;32,28724466;33,59081346
275,957;12,36877319;29,61847158;38,03531391
276,551;16,80690942;28,93026589;36,86732842
277,144;32,05404379;34,0127605;38,2389288
277,737;33,91304455;34,80136468;30,28310347
278,331;28,33764054;22,71200684;39,00647288
278,924;34,32535124;24,17231869;38,32759341
279,517;18,07809207;22,08425833;38,59996538
280,111;23,18734699;22,67814188;48,28172164
280,704;19,76512365;22,58744221;53,61884977
281,297;11,87203791;16,48501361;50,98533421
281,890;11,26490633;11,00586302;56,80819908
282,483;5,805377888;6,363191395;60,13498833
283,077;8,937033708;-6,91990604;57,5109135
283,670;21,86763757;9,459130838;51,54377601
284,263;1,482478384;5,593551696;44,87695617
284,856;8,229585481;15,78947387;34,58969502
285,449;7,932406406;4,736725724;32,92505935
286,042;13,34586411;-7,869355522;21,63204121
286,634;11,27560223;-10,44776112;29,5212769
287,227;23,72625272;-11,99124683;17,12695449
287,820;17,90363243;-7,466442877;12,56370094
288,413;14,2739482;-0,018822009;14,33256306
289,006;10,57111413;-7,690734652;19,68504043
289,599;23,35803516;-6,126915027;16,14827418
290,191;28,86934825;-9,475424975;14,73662682
290,784;29,52408977;-4,682069114;17,45960502
291,377;30,36674824;-7,10980225;19,27710856
291,969;40,78947358;-6,790123107;2,960372511
292,562;29,35620173;-7,159300298;14,14720281
293,154;37,2844844;-8,838155325;11,95705232
293,747;35,02465049;0,249716149;11,46004261
294,339;29,12223089;5,362319013;3,895813314
294,932;27,63374487;2,13408512;16,53853315
295,524;32,30706096;-0,925212033;20,25907744
296,116;29,23587992;5,39930188;23,51618625
296,709;27,49031431;8,48701162;11,5458933
297,301;29,916458;14,89950306;18,98852821
297,893;30,60913693;16,31689339;12,07413423
298,486;18,50594319;14,97665794;23,59577029
299,078;25,27216036;8,308494703;28,27290778
299,670;33,46511804;8,918640768;32,95739278
300,262;27,94997466;16,31071709;22,48607352
300,854;21,44882468;17,31601676;15,45278279
301,446;32,41085822;18,09479439;-3,296995985
302,038;35,19054366;14,73261939;4,827587086
302,630;28,82011477;8,667390896;-3,341550292
303,222;19,40796807;-6,568090451;4,664391167
303,814;14,40806023;-0,290697015;-5,170631099
304,406;20,50888507;15,04984086;-5,958885603
304,998;9,001549792;12,27657603;-24,16719284
305,590;20,25344376;1,598429303;-18,5413012
306,182;27,03672466;-0,432131544;-8,299493566
306,773;14,5704871;4,934868977;13,51229529
307,365;14,6525391;14,30621978;18,12955991
307,957;12,87939332;20,27385165;24,73167382
308,549;22,06827411;36,3292909;17,5006544
309,140;30,03930421;36,88152505;24,85846674
309,732;12,75885139;30,41212594;18,62853905
310,323;21,37862192;28,78490914;29,95780669
310,915;21,89116428;38,61709103;22,36778214
311,506;11,15935707;27,94947138;36,50714117
312,098;17,96679481;16,63375015;23,17722221
312,689;12,48766111;12,70193805;21,51274275
313,281;23,08480785;3,14392066;15,43959872
313,872;23,4974043;0,820826389;24,79629813
314,463;24,88299487;9,329939684;19,65452947
315,055;32,27990981;4,397322673;34,26883276
315,646;31,86676786;14,23589627;29,83462001
316,237;33,40503122;10,04158042;34,75978918
316,828;43,05136205;21,03265075;37,85242943
317,420;47,52554521;28,40591277;44,14792408
318,011;61,57471359;36,1977035;35,96702966
318,602;58,32034565;36,28113553;40,21117583
319,193;57,78995401;28,58750702;31,50901004
319,784;52,87156383;23,54364031;34,34160314
320,375;52,55997258;20,21889397;20,40252475
320,966;49,45146399;9,012271535;22,97111561
321,557;43,85275257;8,981424431;23,33706591
322,148;48,27527291;12,17083532;11,48271918
322,738;44,71318859;11,05640248;-0,90720567
323,329;32,11957355;1,336772734;11,16719258
323,920;29,37582523;9,002195425;13,51463635
324,511;25,89523121;13,27860926;20,0931867
325,102;34,49612526;11,65868118;16,82703088
325,692;28,9158559;8,611955341;24,07449533
326,283;31,5141784;6,448115682;32,01226178
326,874;35,36950732;-3,803278766;34,69186973
327,464;27,37440332;-2,016855887;35,67251565
328,055;30,27304383;-5,415658548;41,34739474
328,645;24,85939271;9,142369736;49,6830265
329,236;26,03830787;3,943172369;55,01704707
329,826;32,45322414;0,465458006;57,67731858
330,417;19,30730921;7,377049722;52,60209853
331,007;30,17110162;25,96520848;54,09364047
331,597;24,52278571;39,63890064;42,5006198
332,188;23,24420659;42,30969362;35,0126664
332,778;28,98972736;36,32192022;36,85793078
333,368;24,44020234;32,5763775;31,86154363
333,958;32,21293235;33,83647544;35,35896758
334,548;29,74264823;33,36550925;28,34484597
335,139;17,19310784;41,90064928;26,50970269
335,729;29,27952773;39,21495911;24,99999902
336,319;27,64469264;31,70731837;22,38493682
336,909;29,4159809;20,48262425;17,244546
337,499;32,15883654;24,51650713;21,12116587
338,089;25,4172515;22,46879316;14,07325075
338,679;20,98536618;22,52427185;17,20093752
339,269;25,63269408;19,15014228;10,13714954
339,858;19,5716636;16,05682402;15,46845179
340,448;29,21739126;11,47704641;13,8386648
341,038;22,70369257;14,26046002;17,15366755
341,628;16,20908223;10,5058361;22,34624852
342,218;22,93667751;16,99323195;28,58911041
342,807;15,87968355;10,64498257;30,89538795
343,397;9,087682165;13,11010234;39,08554725
343,986;15,78656846;15,25392476;34,2999986
344,576;4,19909519;18,1263112;45,82284577
345,166;11,68505547;22,10163672;43,82459132
345,755;18,70908792;23,07133747;47,7740537
346,345;22,89119779;21,68001503;54,5599591
346,934;26,46938651;25,11352412;45,16285653
347,523;27,53169211;17,31914865;54,15724502
348,113;35,01150554;13,68778398;51,1070937
348,702;42,95130525;19,44104401;53,04649898
349,292;39,7309076;31,56085451;56,36756708
349,881;44,49351247;23,44548518;52,72765914
350,470;45,84816992;18,46597712;50,50912769
351,059;41,16420629;17,78630895;45,54663373
351,648;32,30793973;19,38974212;44,61339007
352,238;31,34479272;26,05092955;51,20593799
352,827;23,72191795;25,7077432;42,17462851
353,416;18,61755743;35,99185898;34,09386018
354,005;9,34844212;35,55358749;26,36330155
354,594;10,33159368;24,6245758;26,02145962
355,183;9,057143075;28,13226115;22,4779439
355,772;9,771591157;29,30463517;23,57315158
356,361;7,085388278;30,32549789;29,66152613
356,949;4,255586085;31,49413282;24,30325447
357,538;0,6225097;33,64469134;24,42538625
358,127;-0,707547027;39,28873766;22,27116053
358,716;-3,280709742;35,91031363;30,93319915
359,304;2,491241625;35,54313228;36,09755926
359,893;3,483681468;43,00485169;35,67800626
360,482;2,267003057;38,15907256;32,75008816
361,070;2,148611922;31,52797829;33,35687779
361,659;8,181697124;30,68383037;29,89927558
362,247;14,45750936;24,07912685;31,35848944
362,836;16,26153599;13,53637917;32,47780758
363,424;15,4271667;13,42494711;31,89886943
364,013;15,69715046;3,005840128;38,93327885
364,601;7,316471216;7,662834645;43,03914331
365,190;9,272987247;3,471730176;37,52554158
365,778;13,08006426;8,330845342;40,6763153
366,366;9,291418025;11,65845612;36,78492957
366,955;-0,125284941;14,46738484;28,6873273
367,543;1,849137516;16,66887444;27,4538102
368,131;2,285598424;17,34104016;25,34067428
368,719;0,029323038;12,88388601;22,94323698
369,307;2,159557538;18,06577723;16,76216085
369,895;5,373514064;15,88259793;11,85383261
370,483;3,026365956;16,00893488;15,16740485
371,071;3,767123532;12,21192544;13,17059678
371,659;4,329789945;10,82643968;14,10966396
372,247;7,180353501;7,879740517;14,65658767
372,835;5,617977644;8,428963294;14,63262418
373,423;5,047132628;8,627235485;11,15026726
374,011;6,786643591;8,247200214;10,77328877
374,599;3,812214448;6,660563807;9,569283001
375,186;3,134105706;6,024631789;8,67384985
375,774;2,880718809;5,603065464;5,285494166
376,362;1,351491776;5,872227626;4,844054351
376,950;2,351597522;5,160939325;3,659249658
377,537;1,984818364;4,407580074;4,027136119
378,125;1,586998894;3,956201226;3,00248636
378,712;2,069628978;3,820536947;3,149633251
379,300;1,836680799;3,471501802;2,41620562
379,887;2,731227771;4,268061748;2,2302432
380,475;3,16353817;3,814434594;1,804235071
381,062;2,822015224;3,691006116;2,493293959
381,650;2,706462505;3,748284584;2,236102048
382,237;1,577337536;4,322530969;2,374779065
382,824;1,397010259;5,035836549;1,935450947
383,411;1,65071146;5,218608499;2,470200792
383,999;1,716811258;5,599552874;2,49868989
384,586;1,419951847;6,155975006;3,041436716
385,173;1,409583575;5,896081584;2,939416625
385,760;1,565175163;6,150131774;2,836576423
386,347;1,619354794;6,381405803;3,056225302
386,934;1,742388556;6,200339555;3,27476691
387,521;2,129967064;6,120214233;2,951709608
388,108;2,760206247;6,264040973;2,901022778
388,695;3,010830545;6,351543135;2,811783876
389,282;2,706815427;6,396686266;3,087887522
389,869;2,895172315;6,252396831;2,782172284
390,456;3,015732492;6,262185944;2,905589254
391,043;3,010200385;6,19939504;2,870061178
391,630;3,600793413;6,191436356;2,893169075
392,216;3,797443107;6,365309942;2,830860694
392,803;3,988242053;6,312246637;3,068427402
393,390;3,6625376;6,389796295;3,184971958
393,976;3,464695574;6,519983946;2,970250366
394,563;3,993048234;6,423308871;2,922935945
395,149;4,294932128;6,692913567;3,394932414
395,736;4,186840102;7,051653375;3,311517544
396,322;4,40720972;7,280911903;3,780021237
396,909;4,652447854;7,404962486;3,5685429
397,495;4,995851819;7,671241325;3,708642508
398,082;5,350621161;7,848245946;3,751635735
398,668;5,78234214;7,868310227;3,789466292
399,254;6,168912939;8,072161;3,954313528
399,841;6,381492484;8,207501016;3,997847264
400,427;6,494683855;8,465287208;3,860080131
401,013;6,817669848;8,483763378;4,0705876
401,599;6,942579157;8,721340654;4,089588685
402,185;7,026842663;9,004909568;4,29849005
402,771;7,238154664;9,123140686;4,454742381
403,357;7,278664587;9,375041045;4,76210748
403,943;7,453971519;9,689958945;4,927103997
404,529;7,710742589;9,736229577;5,207920711
405,115;7,925470918;9,803894663;5,280408012
405,701;8,258150675;9,947045938;5,693246221
406,287;8,593770737;10,10849068;5,86871092
406,873;8,970040888;10,18526873;6,176105483
407,459;9,329991733;10,28469606;6,444461687
408,044;9,670834955;10,44176739;6,729260998
408,630;10,11641425;10,59572365;6,933894121
409,216;10,39285491;10,82998378;7,248341743
409,802;10,71168331;11,05972148;7,320794791
410,387;11,20565904;11,52132715;7,683726811
410,973;11,56798188;11,70271137;7,831390444
411,558;11,94614602;11,96116345;8,045352043
412,144;12,14119911;12,20921275;8,171343478
412,729;12,33092211;12,40637795;8,486816607
413,315;12,47230198;12,53520553;8,548260791
413,900;12,61352088;12,83256109;8,882468523
414,485;12,9319125;12,86118661;9,086035162
415,071;13,10013489;13,15105155;9,427384719
415,656;13,28327946;13,20179153;9,616162863
416,241;13,39472143;13,38427593;9,977950722
416,827;13,64609472;13,52090566;10,17277236
417,412;13,961358;13,67114219;10,48108784
417,997;14,24683962;13,89155801;10,43148785
418,582;14,69869811;14,19509399;10,83308011
419,167;15,09814859;14,40895556;10,88355372
419,752;15,46340799;14,55680293;11,09377536
420,337;15,76120161;14,67811445;11,18344383
420,922;15,8227572;14,79721581;11,53570713
421,507;16,1677905;15,0109859;11,61712827
422,092;16,20269728;15,08339064;11,85944849
422,677;16,45089107;15,29923112;11,94375007
423,261;16,74623022;15,30558189;12,22192709
423,846;16,70672915;15,36951161;12,21896518
424,431;16,8437471;15,52164631;12,48719715
425,016;17,14379457;15,67513018;12,45846856
425,600;17,07755066;15,71392729;12,65649661
426,185;17,38096826;15,75493512;12,73930424
426,770;17,58010711;15,67791861;12,94684012
427,354;17,79572326;15,84290457;13,05858801
427,939;17,8809927;16,01416709;13,35192722
428,523;17,96830733;16,12646065;13,63013727
429,108;18,39400311;16,27377816;13,92581168
429,692;18,65297987;16,36175584;13,96573787
430,276;18,59015445;16,42603591;14,26968991
430,861;18,84907322;16,49063437;14,38651498
431,445;19,05859296;16,86501635;14,43013241
432,029;19,09054595;17,04271416;14,33786842
432,613;19,25090168;17,14212611;14,6103197
433,198;19,32886158;17,09491475;14,58562391
433,782;19,40769359;17,28994977;14,50336964
434,366;19,51431486;17,2708399;14,41397845
434,950;19,56059891;17,31831544;14,39400647
435,534;19,64661245;17,54223928;14,42373684
436,118;19,76977843;17,6726081;14,54470208
436,702;19,83211598;17,68818814;14,6088218
437,286;19,99945368;17,76555236;14,8161419
437,870;20,00673953;17,74807547;14,76685047
438,454;20,10749819;17,71783243;14,87029119
439,038;20,18430271;17,65486464;15,01077447
439,621;20,13554669;17,91358398;15,21800154
440,205;20,25001359;18,03972228;15,27668665
440,789;20,32367373;18,07763453;15,39348431
441,372;20,34034195;18,10422641;15,46039981
441,956;20,22178031;18,12240099;15,53314078
442,540;20,06122034;18,1433079;15,51383288
443,123;20,14291119;18,27720193;15,55394723
443,707;20,20224684;18,53545718;15,46667212
444,290;20,0382801;18,65803782;15,52066175
444,874;19,96703874;18,61641785;15,41837558
445,457;19,93798833;18,58182876;15,50344851
446,040;19,97765052;18,74518331;15,53494066
446,624;20,06574218;18,85979338;15,53650842
447,207;20,10740042;18,90507478;15,60747513
447,790;20,26712829;18,99990474;15,61941484
448,374;20,32372832;19,00261905;15,53194893
448,957;20,46038812;18,95448617;15,57436294
449,540;20,7365907;18,98105517;15,45335221
450,123;20,85766141;19,03335211;15,5092463
450,706;20,83240171;19,05768566;15,47232577
451,289;20,78230666;18,92655865;15,47133567
451,872;20,78380779;18,88004136;15,37919509
452,455;20,84451337;18,86273668;15,31898683
453,038;20,95596917;18,80155804;15,29514027
453,621;20,87617288;18,83735587;15,41715551
454,204;20,77715276;18,82175785;15,37993029
454,787;20,72620334;18,92480445;15,46863336
455,369;20,80351553;18,93077445;15,49900247
455,952;20,86814875;18,89552184;15,57103031
456,535;20,88197492;18,98667722;15,50607043
457,117;20,82514108;19,06573068;15,67259234
457,700;20,91483061;19,09561801;15,70195372
458,283;20,78777219;19,19754331;15,68901826
458,865;20,9430045;19,22399391;15,63065554
459,448;20,96837915;19,29615465;15,6667597
460,030;20,87603022;19,2809764;15,61707265
460,613;20,78917914;19,3414939;15,60494159
461,195;20,7261945;19,34568921;15,59636114
461,777;20,75387992;19,27960525;15,64190821
462,360;20,88861215;19,28036699;15,49286591
462,942;20,78583639;19,29664179;15,43174883
463,524;20,88131328;19,26982488;15,41168126
464,107;20,8334607;19,29604569;15,38856954
464,689;20,82041698;19,38424795;15,31614651
465,271;20,90969395;19,43323968;15,36260921
465,853;20,90375223;19,42165757;15,32009288
466,435;20,96486639;19,48365806;15,28436402
467,017;20,99532047;19,51880572;15,19325211
467,599;20,97857699;19,57843963;15,26383941
468,181;21,02516338;19,60921781;15,3005572
468,763;20,93600052;19,59914361;15,35328601
469,345;20,93428254;19,60249181;15,4169307
469,927;20,94537574;19,50827916;15,47650325
470,508;20,92251376;19,40259604;15,54721196
471,090;21,0086676;19,45891741;15,56708517
471,672;20,93407687;19,44290511;15,58996632
472,254;20,93612708;19,44178819;15,67171068
472,835;20,8707688;19,46955707;15,69934577
473,417;20,86553944;19,40350273;15,67935152
473,998;20,90420816;19,39660116;15,65762094
474,580;20,81341619;19,32708935;15,61363696
475,161;20,82272228;19,26364964;15,63703947
475,743;20,82295957;19,34981593;15,63812326
476,324;20,64513163;19,29159455;15,65408834
476,906;20,66750441;19,29761357;15,62326935
477,487;20,61045557;19,32118774;15,57715512
478,068;20,61466649;19,23074627;15,52136781
478,650;20,63900714;19,27041099;15,54983716
479,231;20,56541171;19,2747676;15,5574788
479,812;20,61544711;19,29751288;15,46736739
480,393;20,59315909;19,37179742;15,43732292
480,974;20,49348611;19,3498474;15,27225781
481,555;20,59474437;19,30499843;15,30672996
482,136;20,60457995;19,31010063;15,28430069
482,717;20,61588003;19,24407176;15,24789254
483,298;20,51407795;19,21876118;15,25219072
483,879;20,49830545;19,21288203;15,26607237
484,460;20,56305089;19,22569226;15,24111756
485,041;20,53200552;19,22412923;15,30154119
485,622;20,51300269;19,16676307;15,22411436
486,203;20,49416076;19,18320668;15,25310881
486,783;20,45214925;19,13438037;15,22223033
487,364;20,37545377;19,08516571;15,17483286
487,945;20,31448204;19,11243875;15,26759319
488,525;20,3933019;19,10770976;15,29166385
489,106;20,3040271;19,11664963;15,13257293
489,686;20,25419954;19,10978476;15,17455608
490,267;20,23457467;19,0788165;15,09239639
490,847;20,30317364;19,03973422;15,12286495
491,428;20,40892681;18,97483445;15,16283851
492,008;20,38209118;19,09269425;15,10141436
